,Unnamed: 0,Name,starName,defaultPlanetEntry,numStars,numPlanets,solution,controversial,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,bestEarthMass,bestMassProvenance,eccentricity,equilTemp,stellarEffTemp,stellarRadius,stellarMetallicity,stellarMetallicityRatio,luminosity,stellarAge,distance
30927,30927,Kepler-904 b,Kepler-904,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,3.02168007,0.0417,1.31,,,,0.0,1332.0,6201.0,0.99,-0.2,[Fe/H],,,978.125
30928,30928,Kepler-904 b,Kepler-904,0,1,1,Kepler Project Candidate (q1_q16_koi),0,3.02166863,0.0417,1.35,,,,0.0,1332.0,6201.0,0.99,-0.2,[Fe/H],,,978.125
30929,30929,Kepler-904 b,Kepler-904,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,3.02166863,0.0417,1.35,,,,0.0,1332.0,6201.0,0.99,-0.2,[Fe/H],,,978.125
30932,30932,Kepler-904 b,Kepler-904,0,1,1,Kepler Project Candidate (q1_q8_koi),0,3.021542,0.042,1.66,,,,0.0,1354.0,6218.0,1.02,,,,0.2,978.125
30935,30935,Kepler-905 b,Kepler-905,0,1,1,Kepler Project Candidate (q1_q12_koi),0,5.08274652,0.0581,1.47,,,,0.0,960.0,5569.0,0.89,0.21,[Fe/H],,,529.268
30936,30936,Kepler-905 b,Kepler-905,0,1,1,Kepler Project Candidate (q1_q8_koi),0,5.082709,0.058,1.6,,,,0.0,990.0,5578.0,0.94,,,,1.6,529.268
30937,30937,Kepler-905 b,Kepler-905,0,1,1,Kepler Project Candidate (q1_q16_koi),0,5.08274652,0.0581,1.47,,,,0.0,960.0,5569.0,0.89,0.21,[Fe/H],,,529.268
30939,30939,Kepler-905 b,Kepler-905,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,5.08274652,0.0581,1.47,,,,0.0,960.0,5569.0,0.89,0.21,[Fe/H],,,529.268
30943,30943,Kepler-905 b,Kepler-905,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,5.08274836,0.0572,1.4,,,,0.0,928.0,5430.0,0.86,0.18,[Fe/H],,,529.268
30945,30945,Kepler-906 b,Kepler-906,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,41.6980186,0.2359,2.03,,,,0.0,537.0,5997.0,0.97,-0.14,[Fe/H],,,757.791
30946,30946,Kepler-906 b,Kepler-906,0,1,1,Kepler Project Candidate (q1_q16_koi),0,41.6979976,0.2279,2.18,,,,0.0,563.0,5934.0,1.05,-0.3,[Fe/H],,,757.791
30949,30949,Kepler-906 b,Kepler-906,0,1,1,Kepler Project Candidate (q1_q8_koi),0,41.69831,0.245,2.4,,,,0.0,577.0,6292.0,1.06,,,,0.41,757.791
30950,30950,Kepler-906 b,Kepler-906,0,1,1,Kepler Project Candidate (q1_q12_koi),0,41.6979976,0.2279,2.18,,,,0.0,563.0,5934.0,1.05,-0.3,[Fe/H],,,757.791
30953,30953,Kepler-906 b,Kepler-906,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,41.6979976,0.2279,2.18,,,,0.0,563.0,5934.0,1.05,-0.3,[Fe/H],,,757.791
30956,30956,Kepler-907 b,Kepler-907,0,1,1,Kepler Project Candidate (q1_q12_koi),0,15.86621821,0.1236,1.18,,,,0.0,874.0,6044.0,1.33,-0.24,[Fe/H],,,
30959,30959,Kepler-907 b,Kepler-907,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,15.86624787,0.1225,1.31,,,,0.0,879.0,6099.0,1.31,-0.3,[Fe/H],,,
30960,30960,Kepler-907 b,Kepler-907,0,1,1,Kepler Project Candidate (q1_q8_koi),0,15.8662,0.124,1.07,,,,0.0,760.0,5945.0,1.04,,,,,
30961,30961,Kepler-907 b,Kepler-907,0,1,1,Kepler Project Candidate (q1_q16_koi),0,15.86621821,0.1236,1.18,,,,0.0,874.0,6044.0,1.33,-0.24,[Fe/H],,,
30962,30962,Kepler-907 b,Kepler-907,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,15.86621821,0.1236,1.18,,,,0.0,874.0,6044.0,1.33,-0.24,[Fe/H],,,
30964,30964,Kepler-908 b,Kepler-908,0,3,1,Kepler Project Candidate (q1_q12_koi),0,1.34059747,0.0248,1.07,,,,0.0,1692.0,5977.0,1.02,0.21,[Fe/H],,,290.843
30967,30967,Kepler-908 b,Kepler-908,0,3,1,Kepler Project Candidate (q1_q8_koi),0,1.340638,0.025,1.17,,,,0.0,1764.0,5986.0,1.11,,,,1.7,290.843
30968,30968,Kepler-908 b,Kepler-908,0,3,1,Kepler Project Candidate (q1_q17_dr24_koi),0,1.34059747,0.0248,1.07,,,,0.0,1692.0,5977.0,1.02,0.21,[Fe/H],,,290.843
30970,30970,Kepler-908 b,Kepler-908,0,3,1,Kepler Project Candidate (q1_q17_dr25_koi),0,1.34059678,0.0247,1.16,,,,0.0,1783.0,5992.0,1.12,0.18,[Fe/H],,,290.843
30973,30973,Kepler-908 b,Kepler-908,0,3,1,Kepler Project Candidate (q1_q16_koi),0,1.34059747,0.0248,1.07,,,,0.0,1692.0,5977.0,1.02,0.21,[Fe/H],,,290.843
30974,30974,Kepler-909 b,Kepler-909,0,1,1,Kepler Project Candidate (q1_q12_koi),0,13.93290318,0.1188,1.22,,,,0.0,789.0,6028.0,1.05,0.21,[Fe/H],,,309.596
30975,30975,Kepler-909 b,Kepler-909,0,1,1,Kepler Project Candidate (q1_q16_koi),0,13.93290318,0.1188,1.22,,,,0.0,789.0,6028.0,1.05,0.21,[Fe/H],,,309.596
30977,30977,Kepler-909 b,Kepler-909,0,1,1,Kepler Project Candidate (q1_q8_koi),0,13.93281,0.12,1.38,,,,0.0,817.0,6037.0,1.13,,,,1.22,309.596
30979,30979,Kepler-909 b,Kepler-909,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,13.93290318,0.1188,1.22,,,,0.0,789.0,6028.0,1.05,0.21,[Fe/H],,,309.596
30981,30981,Kepler-909 b,Kepler-909,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,13.93291548,0.1175,1.66,,,,0.0,852.0,6026.0,1.21,0.1,[Fe/H],,,309.596
30985,30985,Kepler-91 b,Kepler-91,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,6.24668005,0.0733,15.39,,,,0.0,1917.0,4605.0,6.53,0.29,[Fe/H],,,1294.69
30989,30989,Kepler-91 b,Kepler-91,0,1,1,Kepler Project Candidate (q1_q16_koi),0,6.24668005,0.0733,15.39,,,,0.0,1917.0,4605.0,6.53,0.29,[Fe/H],,,1294.69
30990,30990,Kepler-91 b,Kepler-91,0,1,1,Kepler Project Candidate (q1_q12_koi),0,6.24668005,0.0733,15.39,,,,0.0,1917.0,4605.0,6.53,0.29,[Fe/H],,,1294.69
30991,30991,Kepler-91 b,Kepler-91,0,1,1,Kepler Project Candidate (q1_q8_koi),0,6.24658,0.076,14.9,,,,0.0,2132.0,4837.0,7.6,,,,2.66,1294.69
30998,30998,Kepler-91 b,Kepler-91,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,6.24667547,0.0709,14.93,,,,0.0,1902.0,4604.0,6.22,0.3,[Fe/H],,,1294.69
31001,31001,Kepler-910 b,Kepler-910,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,2.36436762,0.0382,0.82,,,,0.0,1752.0,6250.0,1.54,0.32,[Fe/H],,,400.289
31003,31003,Kepler-910 b,Kepler-910,0,1,1,Kepler Project Candidate (q1_q12_koi),0,2.36436901,0.0376,0.81,,,,0.0,1723.0,6173.0,1.51,0.17,[Fe/H],,,400.289
31004,31004,Kepler-910 b,Kepler-910,0,1,1,Kepler Project Candidate (q1_q8_koi),0,2.36432,0.037,0.77,,,,0.0,1597.0,6134.0,1.29,,,,2.65,400.289
31006,31006,Kepler-910 b,Kepler-910,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,2.36436901,0.0376,0.81,,,,0.0,1723.0,6173.0,1.51,0.17,[Fe/H],,,400.289
31007,31007,Kepler-910 b,Kepler-910,0,1,1,Kepler Project Candidate (q1_q16_koi),0,2.36436901,0.0376,0.81,,,,0.0,1723.0,6173.0,1.51,0.17,[Fe/H],,,400.289
31011,31011,Kepler-911 b,Kepler-911,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,20.31047472,0.1549,2.41,,,,0.0,931.0,6065.0,1.88,0.0,[Fe/H],,,556.168
31013,31013,Kepler-911 b,Kepler-911,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,20.310501,0.1586,2.53,,,,0.0,942.0,6081.0,1.95,-0.03,[Fe/H],,,556.168
31014,31014,Kepler-911 b,Kepler-911,0,1,1,Kepler Project Candidate (q1_q12_koi),0,20.310501,0.1586,2.53,,,,0.0,942.0,6081.0,1.95,-0.03,[Fe/H],,,556.168
31016,31016,Kepler-911 b,Kepler-911,0,1,1,Kepler Project Candidate (q1_q16_koi),0,20.310501,0.1586,2.53,,,,0.0,942.0,6081.0,1.95,-0.03,[Fe/H],,,556.168
31017,31017,Kepler-911 b,Kepler-911,0,1,1,Kepler Project Candidate (q1_q8_koi),0,20.31035,0.155,2.48,,,,0.0,891.0,5990.0,1.76,,,,4.94,556.168
31023,31023,Kepler-912 b,Kepler-912,0,1,1,Kepler Project Candidate (q1_q16_koi),0,2.53475627,0.0339,2.0,,,,0.0,1218.0,5662.0,0.81,-0.44,[Fe/H],,,2004.72
31024,31024,Kepler-912 b,Kepler-912,0,1,1,Kepler Project Candidate (q1_q8_koi),0,2.534773,0.037,2.05,,,,0.0,1185.0,5439.0,0.9,,,,,2004.72
31025,31025,Kepler-912 b,Kepler-912,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,2.53475627,0.0339,2.0,,,,0.0,1218.0,5662.0,0.81,-0.44,[Fe/H],,,2004.72
31026,31026,Kepler-912 b,Kepler-912,0,1,1,Kepler Project Candidate (q1_q12_koi),0,2.53475627,0.0339,2.0,,,,0.0,1218.0,5662.0,0.81,-0.44,[Fe/H],,,2004.72
31027,31027,Kepler-912 b,Kepler-912,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,2.53475568,0.0339,2.02,,,,0.0,1218.0,5662.0,0.81,-0.44,[Fe/H],,,2004.72
31029,31029,Kepler-913 b,Kepler-913,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,10.29672521,0.0878,2.62,,,,0.0,707.0,5412.0,0.77,-0.2,[Fe/H],,,991.618
31030,31030,Kepler-913 b,Kepler-913,0,1,2,Kepler Project Candidate (q1_q12_koi),0,10.29672521,0.0878,2.62,,,,0.0,707.0,5412.0,0.77,-0.2,[Fe/H],,,991.618
31032,31032,Kepler-913 b,Kepler-913,0,1,2,Kepler Project Candidate (q1_q16_koi),0,10.29672521,0.0878,2.62,,,,0.0,707.0,5412.0,0.77,-0.2,[Fe/H],,,991.618
31035,31035,Kepler-913 b,Kepler-913,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,10.29674097,0.1009,5.75,,,,0.0,1129.0,6068.0,1.8,0.16,[Fe/H],,,991.618
31036,31036,Kepler-913 b,Kepler-913,0,1,2,Kepler Project Candidate (q1_q8_koi),0,10.29678,0.091,2.14,,,,0.0,689.0,5207.0,0.82,,,,,991.618
31038,31038,Kepler-913 c,Kepler-913,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,5.93918879,0.0608,1.72,,,,0.0,849.0,5412.0,0.77,-0.2,[Fe/H],,,991.618
31040,31040,Kepler-913 c,Kepler-913,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,5.93919041,0.0699,3.7,,,,0.0,1357.0,6068.0,1.8,0.16,[Fe/H],,,991.618
31041,31041,Kepler-913 c,Kepler-913,0,1,2,Kepler Project Candidate (q1_q12_koi),0,5.93918879,0.0608,1.72,,,,0.0,849.0,5412.0,0.77,-0.2,[Fe/H],,,991.618
31042,31042,Kepler-913 c,Kepler-913,0,1,2,Kepler Project Candidate (q1_q16_koi),0,5.93918879,0.0608,1.72,,,,0.0,849.0,5412.0,0.77,-0.2,[Fe/H],,,991.618
31043,31043,Kepler-913 c,Kepler-913,0,1,2,Kepler Project Candidate (q1_q8_koi),0,5.93916,0.063,1.43,,,,0.0,829.0,5207.0,0.82,,,,,991.618
31045,31045,Kepler-914 b,Kepler-914,0,1,1,Kepler Project Candidate (q1_q16_koi),0,4.40966548,0.0546,1.32,,,,0.0,1186.0,5862.0,1.15,0.32,[Fe/H],,,753.723
31046,31046,Kepler-914 b,Kepler-914,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,4.4096675,0.0544,1.51,,,,0.0,1192.0,5836.0,1.17,0.3,[Fe/H],,,753.723
31047,31047,Kepler-914 b,Kepler-914,0,1,1,Kepler Project Candidate (q1_q12_koi),0,4.40966548,0.0546,1.32,,,,0.0,1186.0,5862.0,1.15,0.32,[Fe/H],,,753.723
31049,31049,Kepler-914 b,Kepler-914,0,1,1,Kepler Project Candidate (q1_q8_koi),0,4.409673,0.055,1.49,,,,0.0,1181.0,5864.0,1.15,,,,2.9,753.723
31051,31051,Kepler-914 b,Kepler-914,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,4.40966548,0.0546,1.32,,,,0.0,1186.0,5862.0,1.15,0.32,[Fe/H],,,753.723
31053,31053,Kepler-915 b,Kepler-915,0,1,1,Kepler Project Candidate (q1_q8_koi),0,4.59492,0.057,1.36,,,,0.0,1341.0,6454.0,1.26,,,,2.38,849.036
31056,31056,Kepler-915 b,Kepler-915,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,4.59489604,0.0542,1.24,,,,0.0,1321.0,6432.0,1.18,-0.46,[Fe/H],,,849.036
31058,31058,Kepler-915 b,Kepler-915,0,1,1,Kepler Project Candidate (q1_q12_koi),0,4.59489604,0.0542,1.24,,,,0.0,1321.0,6432.0,1.18,-0.46,[Fe/H],,,849.036
31059,31059,Kepler-915 b,Kepler-915,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,4.59489816,0.0566,1.85,,,,0.0,1319.0,6056.0,1.38,0.1,[Fe/H],,,849.036
31060,31060,Kepler-915 b,Kepler-915,0,1,1,Kepler Project Candidate (q1_q16_koi),0,4.59489604,0.0542,1.24,,,,0.0,1321.0,6432.0,1.18,-0.46,[Fe/H],,,849.036
31061,31061,Kepler-916 b,Kepler-916,0,1,1,Kepler Project Candidate (q1_q8_koi),0,32.29861,0.188,1.71,,,,0.0,467.0,5315.0,0.75,,,,0.6,830.712
31062,31062,Kepler-916 b,Kepler-916,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,32.2964275,0.1885,1.9,,,,0.0,503.0,5246.0,0.89,0.14,[Fe/H],,,830.712
31066,31066,Kepler-916 b,Kepler-916,0,1,1,Kepler Project Candidate (q1_q12_koi),0,32.2968798,0.1949,1.84,,,,0.0,496.0,5412.0,0.84,0.14,[Fe/H],,,830.712
31067,31067,Kepler-916 b,Kepler-916,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,32.2968798,0.1949,1.84,,,,0.0,496.0,5412.0,0.84,0.14,[Fe/H],,,830.712
31069,31069,Kepler-916 b,Kepler-916,0,1,1,Kepler Project Candidate (q1_q16_koi),0,32.2968798,0.1949,1.84,,,,0.0,496.0,5412.0,0.84,0.14,[Fe/H],,,830.712
31073,31073,Kepler-917 b,Kepler-917,0,1,1,Kepler Project Candidate (q1_q12_koi),0,2.97041437,0.0378,1.85,,,,0.0,999.0,5079.0,0.75,-0.04,[Fe/H],,,3460.51
31074,31074,Kepler-917 b,Kepler-917,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,2.97041437,0.0378,1.85,,,,0.0,999.0,5079.0,0.75,-0.04,[Fe/H],,,3460.51
31075,31075,Kepler-917 b,Kepler-917,0,1,1,Kepler Project Candidate (q1_q8_koi),0,2.970439,0.038,1.43,,,,0.0,818.0,4894.0,0.55,,,,,3460.51
31077,31077,Kepler-917 b,Kepler-917,0,1,1,Kepler Project Candidate (q1_q16_koi),0,2.97041437,0.0378,1.85,,,,0.0,999.0,5079.0,0.75,-0.04,[Fe/H],,,3460.51
31078,31078,Kepler-917 b,Kepler-917,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,2.97041801,0.0378,1.7,,,,0.0,991.0,5068.0,0.74,-0.02,[Fe/H],,,3460.51
31079,31079,Kepler-918 b,Kepler-918,0,1,1,Kepler Project Candidate (q1_q8_koi),0,4.85382,0.057,1.36,,,,0.0,1092.0,6042.0,0.96,,,,0.5,1025.03
31080,31080,Kepler-918 b,Kepler-918,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,4.85386933,0.0571,1.44,,,,0.0,1102.0,6061.0,0.97,-0.1,[Fe/H],,,1025.03
31082,31082,Kepler-918 b,Kepler-918,0,1,1,Kepler Project Candidate (q1_q16_koi),0,4.85386933,0.0571,1.44,,,,0.0,1102.0,6061.0,0.97,-0.1,[Fe/H],,,1025.03
31083,31083,Kepler-918 b,Kepler-918,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,4.8538404,0.0569,1.72,,,,0.0,1052.0,5778.0,0.97,0.14,[Fe/H],,,1025.03
31085,31085,Kepler-918 b,Kepler-918,0,1,1,Kepler Project Candidate (q1_q12_koi),0,4.85386933,0.0571,1.44,,,,0.0,1102.0,6061.0,0.97,-0.1,[Fe/H],,,1025.03
31088,31088,Kepler-919 b,Kepler-919,0,1,1,Kepler Project Candidate (q1_q16_koi),0,11.04603384,0.0981,1.93,,,,0.0,869.0,6093.0,1.02,-0.12,[Fe/H],,,1119.87
31090,31090,Kepler-919 b,Kepler-919,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,11.04605365,0.0981,1.8,,,,0.0,869.0,6093.0,1.02,-0.12,[Fe/H],,,1119.87
31091,31091,Kepler-919 b,Kepler-919,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,11.04603384,0.0981,1.93,,,,0.0,869.0,6093.0,1.02,-0.12,[Fe/H],,,1119.87
31093,31093,Kepler-919 b,Kepler-919,0,1,1,Kepler Project Candidate (q1_q8_koi),0,11.04564,0.098,2.06,,,,0.0,871.0,6074.0,1.03,,,,3.0,1119.87
31096,31096,Kepler-919 b,Kepler-919,0,1,1,Kepler Project Candidate (q1_q12_koi),0,11.04603384,0.0981,1.93,,,,0.0,869.0,6093.0,1.02,-0.12,[Fe/H],,,1119.87
31097,31097,Kepler-92 b,Kepler-92,0,1,3,Kepler Project Candidate (q1_q16_koi),0,13.7488263,0.1194,3.58,,,,0.0,978.0,5871.0,1.7,0.17,[Fe/H],,,477.992
31102,31102,Kepler-92 b,Kepler-92,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,13.7488263,0.1194,3.58,,,,0.0,978.0,5871.0,1.7,0.17,[Fe/H],,,477.992
31104,31104,Kepler-92 b,Kepler-92,0,1,3,Kepler Project Candidate (q1_q8_koi),0,13.748778,0.118,3.51,,,,0.0,934.0,5883.0,1.53,,,,5.2,477.992
31106,31106,Kepler-92 b,Kepler-92,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,13.74883059,0.1174,3.63,,,,0.0,975.0,5862.0,1.67,0.16,[Fe/H],,,477.992
31107,31107,Kepler-92 b,Kepler-92,0,1,3,Kepler Project Candidate (q1_q12_koi),0,13.7488263,0.1194,3.58,,,,0.0,978.0,5871.0,1.7,0.17,[Fe/H],,,477.992
31114,31114,Kepler-92 c,Kepler-92,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,26.723169,0.1829,2.31,,,,0.0,781.0,5862.0,1.67,0.16,[Fe/H],,,477.992
31115,31115,Kepler-92 c,Kepler-92,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,26.72320599,0.186,2.37,,,,0.0,784.0,5871.0,1.7,0.17,[Fe/H],,,477.992
31116,31116,Kepler-92 c,Kepler-92,0,1,3,Kepler Project Candidate (q1_q12_koi),0,26.72320599,0.186,2.37,,,,0.0,784.0,5871.0,1.7,0.17,[Fe/H],,,477.992
31117,31117,Kepler-92 c,Kepler-92,0,1,3,Kepler Project Candidate (q1_q16_koi),0,26.72320599,0.186,2.37,,,,0.0,784.0,5871.0,1.7,0.17,[Fe/H],,,477.992
31119,31119,Kepler-92 c,Kepler-92,0,1,3,Kepler Project Candidate (q1_q8_koi),0,26.72428,0.184,2.6,,,,0.0,748.0,5883.0,1.53,,,,5.2,477.992
31125,31125,Kepler-92 d,Kepler-92,0,1,3,Kepler Project Candidate (q1_q16_koi),0,49.3568849,0.2801,1.99,,,,0.0,639.0,5871.0,1.7,0.17,[Fe/H],,,477.992
31127,31127,Kepler-92 d,Kepler-92,0,1,3,Kepler Project Candidate (q1_q12_koi),0,49.3568849,0.2801,1.99,,,,0.0,639.0,5871.0,1.7,0.17,[Fe/H],,,477.992
31128,31128,Kepler-92 d,Kepler-92,0,1,3,Kepler Project Candidate (q1_q8_koi),0,49.35899,0.278,1.84,,,,0.0,608.0,5883.0,1.53,,,,5.2,477.992
31129,31129,Kepler-92 d,Kepler-92,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,49.3567907,0.2754,1.91,,,,0.0,637.0,5862.0,1.67,0.16,[Fe/H],,,477.992
31131,31131,Kepler-92 d,Kepler-92,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,49.3568849,0.2801,1.99,,,,0.0,639.0,5871.0,1.7,0.17,[Fe/H],,,477.992
31133,31133,Kepler-920 b,Kepler-920,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,6.53194024,0.065,3.09,,,,0.0,907.0,5301.0,0.98,0.16,[Fe/H],,,1001.68
31134,31134,Kepler-920 b,Kepler-920,0,1,2,Kepler Project Candidate (q1_q8_koi),0,6.53251,0.068,2.23,,,,0.0,844.0,5426.0,0.85,,,,,1001.68
31137,31137,Kepler-920 b,Kepler-920,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,6.53192704,0.0686,2.57,,,,0.0,902.0,5638.0,0.9,0.14,[Fe/H],,,1001.68
31138,31138,Kepler-920 b,Kepler-920,0,1,2,Kepler Project Candidate (q1_q12_koi),0,6.53192704,0.0686,2.57,,,,0.0,902.0,5638.0,0.9,0.14,[Fe/H],,,1001.68
31141,31141,Kepler-920 b,Kepler-920,0,1,2,Kepler Project Candidate (q1_q16_koi),0,6.53192704,0.0686,2.57,,,,0.0,902.0,5638.0,0.9,0.14,[Fe/H],,,1001.68
31142,31142,Kepler-920 c,Kepler-920,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,100.8274113,0.425,4.05,,,,0.0,363.0,5638.0,0.9,0.14,[Fe/H],,,1001.68
31143,31143,Kepler-920 c,Kepler-920,0,1,2,Kepler Project Candidate (q1_q16_koi),0,100.8274113,0.425,4.05,,,,0.0,363.0,5638.0,0.9,0.14,[Fe/H],,,1001.68
31147,31147,Kepler-920 c,Kepler-920,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,100.8276725,0.4029,4.35,,,,0.0,364.0,5301.0,0.98,0.16,[Fe/H],,,1001.68
31148,31148,Kepler-920 c,Kepler-920,0,1,2,Kepler Project Candidate (q1_q12_koi),0,100.8274113,0.425,4.05,,,,0.0,363.0,5638.0,0.9,0.14,[Fe/H],,,1001.68
31151,31151,Kepler-921 b,Kepler-921,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,51.3011844,0.2716,2.07,,,,0.0,492.0,6032.0,0.93,-0.18,[Fe/H],,,934.49
31154,31154,Kepler-921 b,Kepler-921,0,1,1,Kepler Project Candidate (q1_q16_koi),0,51.300634,0.2716,2.9,,,,0.0,492.0,6032.0,0.93,-0.18,[Fe/H],,,934.49
31156,31156,Kepler-921 b,Kepler-921,0,1,1,Kepler Project Candidate (q1_q12_koi),0,51.300634,0.2716,2.9,,,,0.0,492.0,6032.0,0.93,-0.18,[Fe/H],,,934.49
31157,31157,Kepler-921 b,Kepler-921,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,51.300634,0.2716,2.9,,,,0.0,492.0,6032.0,0.93,-0.18,[Fe/H],,,934.49
31158,31158,Kepler-921 b,Kepler-921,0,1,1,Kepler Project Candidate (q1_q8_koi),0,51.3002,0.274,2.7,,,,0.0,494.0,6034.0,0.94,,,,0.3,934.49
31161,31161,Kepler-922 b,Kepler-922,0,1,1,Kepler Project Candidate (q1_q8_koi),0,0.9384704,0.019,1.53,,,,0.0,1866.0,5885.0,0.98,,,,4.7,536.323
31162,31162,Kepler-922 b,Kepler-922,0,1,1,Kepler Project Candidate (q1_q16_koi),0,0.93846683,0.0186,1.48,,,,0.0,1898.0,5902.0,0.99,-0.1,[Fe/H],,,536.323
31164,31164,Kepler-922 b,Kepler-922,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,0.93846683,0.0186,1.48,,,,0.0,1898.0,5902.0,0.99,-0.1,[Fe/H],,,536.323
31165,31165,Kepler-922 b,Kepler-922,0,1,1,Kepler Project Candidate (q1_q12_koi),0,0.93846683,0.0186,1.48,,,,0.0,1898.0,5902.0,0.99,-0.1,[Fe/H],,,536.323
31166,31166,Kepler-922 b,Kepler-922,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,0.93846696,0.0182,1.58,,,,0.0,1876.0,5499.0,1.09,0.12,[Fe/H],,,536.323
31169,31169,Kepler-923 b,Kepler-923,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,6.93365167,0.0715,1.7,,,,0.0,1104.0,5861.0,1.3,0.0,[Fe/H],,,1000.28
31171,31171,Kepler-923 b,Kepler-923,0,1,1,Kepler Project Candidate (q1_q16_koi),0,6.93366476,0.0759,1.28,,,,0.0,1054.0,6194.0,1.13,0.21,[Fe/H],,,1000.28
31173,31173,Kepler-923 b,Kepler-923,0,1,1,Kepler Project Candidate (q1_q12_koi),0,6.93366476,0.0759,1.28,,,,0.0,1054.0,6194.0,1.13,0.21,[Fe/H],,,1000.28
31174,31174,Kepler-923 b,Kepler-923,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,6.93366476,0.0759,1.28,,,,0.0,1054.0,6194.0,1.13,0.21,[Fe/H],,,1000.28
31176,31176,Kepler-923 b,Kepler-923,0,1,1,Kepler Project Candidate (q1_q8_koi),0,6.9338,0.073,1.15,,,,0.0,985.0,6119.0,0.97,,,,0.3,1000.28
31180,31180,Kepler-924 b,Kepler-924,0,1,1,Kepler Project Candidate (q1_q8_koi),0,61.039,0.319,2.23,,,,0.0,523.0,6382.0,1.1,,,,0.5,1053.04
31182,31182,Kepler-924 b,Kepler-924,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,61.0370117,0.3101,2.5,,,,0.0,509.0,6372.0,1.01,-0.32,[Fe/H],,,1053.04
31183,31183,Kepler-924 b,Kepler-924,0,1,1,Kepler Project Candidate (q1_q16_koi),0,61.0370117,0.3101,2.5,,,,0.0,509.0,6372.0,1.01,-0.32,[Fe/H],,,1053.04
31184,31184,Kepler-924 b,Kepler-924,0,1,1,Kepler Project Candidate (q1_q12_koi),0,61.0370117,0.3101,2.5,,,,0.0,509.0,6372.0,1.01,-0.32,[Fe/H],,,1053.04
31185,31185,Kepler-924 b,Kepler-924,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,61.0373591,0.3359,3.38,,,,0.0,610.0,6309.0,1.61,0.28,[Fe/H],,,1053.04
31187,31187,Kepler-925 b,Kepler-925,0,1,1,Kepler Project Candidate (q1_q12_koi),0,33.8678531,0.1805,2.26,,,,0.0,394.0,4564.0,0.69,-0.06,[Fe/H],,,611.115
